E,DOS_s,DOS_p,DOS_d,DOS_f
-20.0000000000000000,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.9899999999999984,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.9800000000000004,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.9699999999999989,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.9600000000000009,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.9499999999999993,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.9400000000000013,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.9299999999999997,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.9200000000000017,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.9100000000000001,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.8999999999999986,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.8900000000000006,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.8799999999999990,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.8700000000000010,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.8599999999999994,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.8500000000000014,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.8399999999999999,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.8299999999999983,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.8200000000000003,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.8099999999999987,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.8000000000000007,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.7899999999999991,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.7800000000000011,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.7699999999999996,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.7600000000000016,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.7500000000000000,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.7399999999999984,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.7300000000000004,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.7199999999999989,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.7100000000000009,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.6999999999999993,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.6900000000000013,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.6799999999999997,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.6700000000000017,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.6600000000000001,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.6499999999999986,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.6400000000000006,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.6299999999999990,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.6200000000000010,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.6099999999999994,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.6000000000000014,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.5899999999999999,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.5799999999999983,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.5700000000000003,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.5599999999999987,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.5500000000000007,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.5399999999999991,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.5300000000000011,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.5199999999999996,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.5100000000000016,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.5000000000000000,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.4899999999999984,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.4800000000000004,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.4699999999999989,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.4600000000000009,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.4499999999999993,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.4400000000000013,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.4299999999999997,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.4200000000000017,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.4100000000000001,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.3999999999999986,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.3900000000000006,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.3799999999999990,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.3700000000000010,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.3599999999999994,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.3500000000000014,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.3399999999999999,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.3299999999999983,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.3200000000000003,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.3099999999999987,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.3000000000000007,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.2899999999999991,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.2800000000000011,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.2699999999999996,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
-19.2600000000000016,0.0000000000000000,-0.0000000000000000,-0.0000000000000000,0.0000000000000000
